rec_id_hour,datetime,season_hour,year_hour,month_hour,hour,holiday_hour,weekday_hour,workingday_hour,weather_condition_hour,temp_hour,atemp_hour,humidity_hour,windspeed_hour,casual_hour,registered_hour,total_count_hour,rec_id_day,season_day,year_day,month_day,holiday_day,weekday_day,workingday_day,weather_condition_day,temp_day,atemp_day,humidity_day,windspeed_day,casual_day,registered_day,total_count_day,workingday_label,season_label,month_label
121,2011-05-01,1,0,1,6,0,4,1,2,0.14,0.1667,0.63,0.1045,0.0,36.0,36.0,121,2,0,5,0,0,0,2,0.451667,0.448204,0.762083,0.106354,1138.0,2213,3351,holiday,musim_panas,May
122,2011-05-02,1,0,1,7,0,4,1,2,0.16,0.2273,0.59,0.0,0.0,95.0,95.0,122,2,0,5,0,1,1,2,0.549167,0.532833,0.73,0.183454,847.0,3554,4401,workingday,musim_panas,May
123,2011-05-03,1,0,1,8,0,4,1,1,0.16,0.2273,0.59,0.0,3.0,216.0,219.0,123,2,0,5,0,2,1,2,0.616667,0.582079,0.697083,0.342667,603.0,3848,4451,workingday,musim_panas,May
124,2011-05-04,1,0,1,9,0,4,1,2,0.18,0.2424,0.51,0.0,6.0,116.0,122.0,124,2,0,5,0,3,1,2,0.414167,0.40465,0.737083,0.328996,255.0,2378,2633,workingday,musim_panas,May
125,2011-05-05,1,0,1,10,0,4,1,1,0.2,0.2576,0.47,0.0,3.0,42.0,45.0,125,2,0,5,0,4,1,1,0.459167,0.441917,0.444167,0.295392,614.0,3819,4433,workingday,musim_panas,May
126,2011-05-06,1,0,1,11,0,4,1,1,0.22,0.2576,0.44,0.0896,2.0,57.0,59.0,126,2,0,5,0,5,1,1,0.479167,0.474117,0.59,0.228246,894.0,3714,4608,workingday,musim_panas,May
127,2011-05-07,1,0,1,12,0,4,1,1,0.26,0.2879,0.35,0.0,6.0,78.0,84.0,127,2,0,5,0,6,0,1,0.52,0.512621,0.54125,0.16045,1612.0,3102,4714,holiday,musim_panas,May
128,2011-05-08,1,0,1,13,0,4,1,1,0.26,0.2727,0.35,0.1045,12.0,55.0,67.0,128,2,0,5,0,0,0,1,0.528333,0.518933,0.631667,0.0746375,1401.0,2932,4333,holiday,musim_panas,May
129,2011-05-09,1,0,1,14,0,4,1,1,0.28,0.2727,0.36,0.1642,11.0,59.0,70.0,129,2,0,5,0,1,1,1,0.5325,0.525246,0.58875,0.176,664.0,3698,4362,workingday,musim_panas,May
130,2011-05-10,1,0,1,15,0,4,1,1,0.28,0.2727,0.36,0.0,8.0,54.0,62.0,130,2,0,5,0,2,1,1,0.5325,0.522721,0.489167,0.115671,694.0,4109,4803,workingday,musim_panas,May
131,2011-05-11,1,0,1,16,0,4,1,1,0.26,0.2576,0.38,0.1642,12.0,74.0,86.0,131,2,0,5,0,3,1,1,0.5425,0.5284,0.632917,0.120642,550.0,3632,4182,workingday,musim_panas,May
132,2011-05-12,1,0,1,17,0,4,1,1,0.22,0.2273,0.51,0.1642,9.0,163.0,172.0,132,2,0,5,0,4,1,1,0.535,0.523363,0.7475,0.189667,695.0,4169,4864,workingday,musim_panas,May
133,2011-05-13,1,0,1,18,0,4,1,1,0.22,0.2273,0.51,0.1343,5.0,158.0,163.0,133,2,0,5,0,5,1,2,0.5125,0.4943,0.863333,0.179725,692.0,3413,4105,workingday,musim_panas,May
134,2011-05-14,1,0,1,19,0,4,1,1,0.22,0.2576,0.55,0.0896,3.0,109.0,112.0,134,2,0,5,0,6,0,2,0.520833,0.500629,0.9225,0.13495,902.0,2507,3409,holiday,musim_panas,May
135,2011-05-15,1,0,1,20,0,4,1,1,0.2,0.2121,0.51,0.1642,3.0,66.0,69.0,135,2,0,5,0,0,0,2,0.5625,0.536,0.867083,0.152979,1582.0,2971,4553,holiday,musim_panas,May
136,2011-05-16,1,0,1,21,0,4,1,2,0.22,0.2121,0.55,0.2239,0.0,48.0,48.0,136,2,0,5,0,1,1,1,0.5775,0.550512,0.787917,0.126871,773.0,3185,3958,workingday,musim_panas,May
137,2011-05-17,1,0,1,22,0,4,1,2,0.22,0.2121,0.51,0.2836,1.0,51.0,52.0,137,2,0,5,0,2,1,2,0.561667,0.538529,0.837917,0.277354,678.0,3445,4123,workingday,musim_panas,May
138,2011-05-18,1,0,1,23,0,4,1,2,0.2,0.197,0.59,0.194,4.0,19.0,23.0,138,2,0,5,0,3,1,2,0.55,0.527158,0.87,0.201492,536.0,3319,3855,workingday,musim_panas,May
139,2011-05-19,1,0,1,0,0,5,1,2,0.2,0.197,0.64,0.194,4.0,13.0,17.0,139,2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.108213,735.0,3840,4575,workingday,musim_panas,May
140,2011-05-20,1,0,1,1,0,5,1,2,0.2,0.197,0.69,0.2239,2.0,5.0,7.0,140,2,0,5,0,5,1,1,0.536667,0.529042,0.719583,0.125013,909.0,4008,4917,workingday,musim_panas,May
141,2011-05-21,1,0,1,2,0,5,1,2,0.2,0.197,0.69,0.2239,0.0,1.0,1.0,141,2,0,5,0,6,0,1,0.6025,0.571975,0.626667,0.12065,2258.0,3547,5805,holiday,musim_panas,May
142,2011-05-22,1,0,1,4,0,5,1,2,0.2,0.2121,0.69,0.1343,0.0,1.0,1.0,142,2,0,5,0,0,0,1,0.604167,0.5745,0.749583,0.148008,1576.0,3084,4660,holiday,musim_panas,May
143,2011-05-23,1,0,1,5,0,5,1,3,0.22,0.2727,0.55,0.0,0.0,5.0,5.0,143,2,0,5,0,1,1,2,0.631667,0.590296,0.81,0.233842,836.0,3438,4274,workingday,musim_panas,May
144,2011-05-24,1,0,1,6,0,5,1,2,0.2,0.2576,0.69,0.0,8.0,26.0,34.0,144,2,0,5,0,2,1,2,0.66,0.604813,0.740833,0.207092,659.0,3833,4492,workingday,musim_panas,May
145,2011-05-25,1,0,1,7,0,5,1,1,0.2,0.2121,0.69,0.1343,8.0,76.0,84.0,145,2,0,5,0,3,1,1,0.660833,0.615542,0.69625,0.154233,740.0,4238,4978,workingday,musim_panas,May
146,2011-05-26,1,0,1,8,0,5,1,1,0.2,0.197,0.51,0.2537,20.0,190.0,210.0,146,2,0,5,0,4,1,1,0.708333,0.654688,0.6775,0.199642,758.0,3919,4677,workingday,musim_panas,May
147,2011-05-27,1,0,1,9,0,5,1,1,0.2,0.1818,0.47,0.2985,9.0,125.0,134.0,147,2,0,5,0,5,1,1,0.681667,0.637008,0.65375,0.240679,871.0,3808,4679,workingday,musim_panas,May
148,2011-05-28,1,0,1,10,0,5,1,1,0.22,0.197,0.37,0.3284,16.0,47.0,63.0,148,2,0,5,0,6,0,1,0.655833,0.612379,0.729583,0.230092,2001.0,2757,4758,holiday,musim_panas,May
149,2011-05-29,1,0,1,11,0,5,1,2,0.2,0.197,0.4,0.2239,19.0,48.0,67.0,149,2,0,5,0,0,0,1,0.6675,0.61555,0.81875,0.213938,2266.75,2433,4788,holiday,musim_panas,May
150,2011-05-30,1,0,1,12,0,5,1,2,0.2,0.197,0.37,0.2537,9.0,50.0,59.0,150,2,0,5,1,1,0,1,0.733333,0.671092,0.685,0.131225,1549.0,2549,4098,holiday,musim_panas,May
151,2011-05-31,1,0,1,13,0,5,1,2,0.2,0.1818,0.37,0.2836,9.0,64.0,73.0,151,2,0,5,0,2,1,1,0.775,0.725383,0.636667,0.111329,673.0,3309,3982,workingday,musim_panas,May
152,2011-06-01,1,0,1,14,0,5,1,2,0.2,0.197,0.4,0.2537,7.0,43.0,50.0,152,2,0,6,0,3,1,2,0.764167,0.720967,0.677083,0.207092,513.0,3461,3974,workingday,musim_panas,June
153,2011-06-02,1,0,1,15,0,5,1,2,0.2,0.2121,0.37,0.1642,9.0,63.0,72.0,153,2,0,6,0,4,1,1,0.715,0.643942,0.305,0.292287,736.0,4232,4968,workingday,musim_panas,June
154,2011-06-03,1,0,1,16,0,5,1,2,0.2,0.2121,0.37,0.1642,5.0,82.0,87.0,154,2,0,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,898.0,4414,5312,workingday,musim_panas,June
155,2011-06-04,1,0,1,17,0,5,1,2,0.2,0.2576,0.37,0.0,9.0,178.0,187.0,155,2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,1869.0,3473,5342,holiday,musim_panas,June
156,2011-06-05,1,0,1,18,0,5,1,1,0.2,0.2273,0.4,0.0896,7.0,116.0,123.0,156,2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,1685.0,3221,4906,holiday,musim_panas,June
157,2011-06-06,1,0,1,19,0,5,1,1,0.16,0.197,0.55,0.0896,3.0,92.0,95.0,157,2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,673.0,3875,4548,workingday,musim_panas,June
158,2011-06-07,1,0,1,20,0,5,1,1,0.18,0.2121,0.47,0.1045,1.0,50.0,51.0,158,2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,763.0,4070,4833,workingday,musim_panas,June
159,2011-06-08,1,0,1,21,0,5,1,1,0.18,0.197,0.47,0.1343,0.0,39.0,39.0,159,2,0,6,0,3,1,1,0.775833,0.727279,0.622083,0.136817,676.0,3725,4401,workingday,musim_panas,June
160,2011-06-09,1,0,1,22,0,5,1,2,0.18,0.197,0.43,0.1642,2.0,34.0,36.0,160,2,0,6,0,4,1,2,0.808333,0.757579,0.568333,0.149883,563.0,3352,3915,workingday,musim_panas,June
161,2011-06-10,1,0,1,23,0,5,1,2,0.18,0.197,0.51,0.1642,1.0,14.0,15.0,161,2,0,6,0,5,1,1,0.755,0.703292,0.605,0.140554,815.0,3771,4586,workingday,musim_panas,June
162,2011-06-11,1,0,1,0,0,6,0,2,0.18,0.197,0.51,0.1642,1.0,24.0,25.0,162,2,0,6,0,6,0,1,0.725,0.678038,0.654583,0.15485,1729.0,3237,4966,holiday,musim_panas,June
163,2011-06-12,1,0,1,1,0,6,0,2,0.18,0.2121,0.55,0.0896,1.0,15.0,16.0,163,2,0,6,0,0,0,1,0.6925,0.643325,0.747917,0.163567,1467.0,2993,4460,holiday,musim_panas,June
164,2011-06-13,1,0,1,2,0,6,0,2,0.18,0.2424,0.55,0.0,3.0,13.0,16.0,164,2,0,6,0,1,1,1,0.635,0.601654,0.494583,0.30535,863.0,4157,5020,workingday,musim_panas,June
165,2011-06-14,1,0,1,3,0,6,0,3,0.18,0.197,0.55,0.1642,0.0,7.0,7.0,165,2,0,6,0,2,1,1,0.604167,0.591546,0.507083,0.269283,727.0,4164,4891,workingday,musim_panas,June
166,2011-06-15,1,0,1,4,0,6,0,3,0.18,0.197,0.55,0.1642,0.0,1.0,1.0,166,2,0,6,0,3,1,1,0.626667,0.587754,0.471667,0.167912,769.0,4411,5180,workingday,musim_panas,June
167,2011-06-16,1,0,1,5,0,6,0,2,0.16,0.1667,0.74,0.1642,0.0,5.0,5.0,167,2,0,6,0,4,1,2,0.628333,0.595346,0.688333,0.206471,545.0,3222,3767,workingday,musim_panas,June
168,2011-06-17,1,0,1,6,0,6,0,2,0.16,0.1667,0.74,0.1642,0.0,2.0,2.0,168,2,0,6,0,5,1,1,0.649167,0.600383,0.735833,0.143029,863.0,3981,4844,workingday,musim_panas,June
169,2011-06-18,1,0,1,7,0,6,0,2,0.16,0.1818,0.74,0.1045,1.0,8.0,9.0,169,2,0,6,0,6,0,1,0.696667,0.643954,0.670417,0.119408,1807.0,3312,5119,holiday,musim_panas,June
170,2011-06-19,1,0,1,8,0,6,0,3,0.16,0.1818,0.93,0.1045,0.0,15.0,15.0,170,2,0,6,0,0,0,2,0.699167,0.645846,0.666667,0.102,1639.0,3105,4744,holiday,musim_panas,June
171,2011-06-20,1,0,1,9,0,6,0,3,0.16,0.1818,0.93,0.1045,0.0,20.0,20.0,171,2,0,6,0,1,1,2,0.635,0.595346,0.74625,0.155475,699.0,3311,4010,workingday,musim_panas,June
172,2011-06-21,1,0,1,10,0,6,0,2,0.18,0.197,0.8,0.1642,5.0,56.0,61.0,172,3,0,6,0,2,1,2,0.680833,0.637646,0.770417,0.171025,774.0,4061,4835,workingday,musim_gugur,June
173,2011-06-22,1,0,1,11,0,6,0,2,0.2,0.1818,0.69,0.3881,2.0,60.0,62.0,173,3,0,6,0,3,1,1,0.733333,0.693829,0.7075,0.172262,661.0,3846,4507,workingday,musim_gugur,June
174,2011-06-23,1,0,1,12,0,6,0,2,0.2,0.1818,0.59,0.3582,8.0,90.0,98.0,174,3,0,6,0,4,1,2,0.728333,0.693833,0.703333,0.238804,746.0,4044,4790,workingday,musim_gugur,June
175,2011-06-24,1,0,1,13,0,6,0,1,0.2,0.1818,0.44,0.3284,7.0,95.0,102.0,175,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969.0,4022,4991,workingday,musim_gugur,June
176,2011-06-25,1,0,1,14,0,6,0,1,0.2,0.1667,0.32,0.4925,12.0,83.0,95.0,176,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782.0,3420,5202,holiday,musim_gugur,June
177,2011-06-26,1,0,1,15,0,6,0,1,0.2,0.1667,0.32,0.4478,5.0,69.0,74.0,177,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920.0,3385,5305,holiday,musim_gugur,June
178,2011-06-27,1,0,1,16,0,6,0,1,0.18,0.1364,0.29,0.4478,8.0,68.0,76.0,178,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854.0,3854,4708,workingday,musim_gugur,June
179,2011-06-28,1,0,1,17,0,6,0,1,0.16,0.1212,0.37,0.5522,5.0,64.0,69.0,179,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732.0,3916,4648,workingday,musim_gugur,June
180,2011-06-29,1,0,1,18,0,6,0,1,0.14,0.1212,0.39,0.2985,3.0,52.0,55.0,180,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848.0,4377,5225,workingday,musim_gugur,June
181,2011-06-30,1,0,1,19,0,6,0,1,0.14,0.1212,0.36,0.2537,4.0,26.0,30.0,181,3,0,6,0,4,1,1,0.696667,0.637008,0.434167,0.185312,1027.0,4488,5515,workingday,musim_gugur,June
182,2011-07-01,1,0,1,20,0,6,0,1,0.12,0.1212,0.36,0.2537,0.0,28.0,28.0,182,3,0,7,0,5,1,1,0.7225,0.652162,0.39625,0.102608,1246.0,4116,5362,workingday,musim_gugur,July
183,2011-07-02,1,0,1,21,0,6,0,1,0.12,0.1061,0.39,0.3582,2.0,35.0,37.0,183,3,0,7,0,6,0,1,0.738333,0.667308,0.444583,0.115062,2204.0,2915,5119,holiday,musim_gugur,July
184,2011-07-03,1,0,1,22,0,6,0,1,0.12,0.1061,0.36,0.3881,1.0,33.0,34.0,184,3,0,7,0,0,0,2,0.716667,0.668575,0.6825,0.228858,2266.75,2367,4649,holiday,musim_gugur,July
185,2011-07-04,1,0,1,23,0,6,0,1,0.1,0.0606,0.39,0.4478,0.0,22.0,22.0,185,3,0,7,1,1,0,2,0.726667,0.665417,0.637917,0.0814792,2266.75,2978,6043,holiday,musim_gugur,July
186,2011-07-05,1,0,1,0,0,0,0,1,0.1,0.0758,0.42,0.3881,1.0,24.0,25.0,186,3,0,7,0,2,1,1,0.746667,0.696338,0.590417,0.126258,1031.0,3634,4665,workingday,musim_gugur,July
187,2011-07-06,1,0,1,1,0,0,0,1,0.1,0.0606,0.42,0.4627,0.0,12.0,12.0,187,3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,784.0,3845,4629,workingday,musim_gugur,July
188,2011-07-07,1,0,1,2,0,0,0,1,0.1,0.0606,0.46,0.4627,0.0,11.0,11.0,188,3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,754.0,3838,4592,workingday,musim_gugur,July
189,2011-07-08,1,0,1,3,0,0,0,1,0.1,0.0758,0.46,0.4179,0.0,4.0,4.0,189,3,0,7,0,5,1,2,0.709167,0.670483,0.757917,0.225129,692.0,3348,4040,workingday,musim_gugur,July
190,2011-07-09,1,0,1,4,0,0,0,1,0.08,0.0909,0.53,0.194,0.0,1.0,1.0,190,3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912,1988.0,3348,5336,holiday,musim_gugur,July
191,2011-07-10,1,0,1,5,0,0,0,1,0.08,0.0909,0.53,0.194,0.0,1.0,1.0,191,3,0,7,0,0,0,1,0.7475,0.690025,0.578333,0.183471,1743.0,3138,4881,holiday,musim_gugur,July
192,2011-07-11,1,0,1,6,0,0,0,1,0.1,0.0909,0.49,0.2836,0.0,1.0,1.0,192,3,0,7,0,1,1,1,0.7625,0.729804,0.635833,0.282337,723.0,3363,4086,workingday,musim_gugur,July
193,2011-07-12,1,0,1,7,0,0,0,1,0.08,0.0909,0.53,0.194,1.0,5.0,6.0,193,3,0,7,0,2,1,1,0.794167,0.739275,0.559167,0.200254,662.0,3596,4258,workingday,musim_gugur,July
194,2011-07-13,1,0,1,8,0,0,0,1,0.1,0.0909,0.49,0.2836,0.0,10.0,10.0,194,3,0,7,0,3,1,1,0.746667,0.689404,0.631667,0.146133,748.0,3594,4342,workingday,musim_gugur,July
195,2011-07-14,1,0,1,9,0,0,0,1,0.12,0.0758,0.46,0.5224,0.0,19.0,19.0,195,3,0,7,0,4,1,1,0.680833,0.635104,0.47625,0.240667,888.0,4196,5084,workingday,musim_gugur,July
196,2011-07-15,1,0,1,10,0,0,0,1,0.14,0.1061,0.43,0.3881,0.0,49.0,49.0,196,3,0,7,0,5,1,1,0.663333,0.624371,0.59125,0.182833,1318.0,4220,5538,workingday,musim_gugur,July
197,2011-07-16,1,0,1,11,0,0,0,1,0.16,0.1212,0.4,0.5224,2.0,47.0,49.0,197,3,0,7,0,6,0,1,0.686667,0.638263,0.585,0.208342,2266.75,3505,5923,holiday,musim_gugur,July
198,2011-07-17,1,0,1,12,0,0,0,1,0.18,0.1364,0.37,0.4478,4.0,79.0,83.0,198,3,0,7,0,0,0,1,0.719167,0.669833,0.604167,0.245033,2006.0,3296,5302,holiday,musim_gugur,July
199,2011-07-18,1,0,1,13,0,0,0,1,0.2,0.1667,0.34,0.4478,6.0,69.0,75.0,199,3,0,7,0,1,1,1,0.746667,0.703925,0.65125,0.215804,841.0,3617,4458,workingday,musim_gugur,July
200,2011-07-19,1,0,1,14,0,0,0,1,0.22,0.1818,0.32,0.4627,8.0,64.0,72.0,200,3,0,7,0,2,1,1,0.776667,0.747479,0.650417,0.1306,752.0,3789,4541,workingday,musim_gugur,July
201,2011-07-20,1,0,1,15,0,0,0,1,0.22,0.197,0.35,0.3582,5.0,77.0,82.0,201,3,0,7,0,3,1,1,0.768333,0.74685,0.707083,0.113817,644.0,3688,4332,workingday,musim_gugur,July
202,2011-07-21,1,0,1,16,0,0,0,1,0.2,0.1667,0.34,0.4478,13.0,79.0,92.0,202,3,0,7,0,4,1,2,0.815,0.826371,0.69125,0.222021,632.0,3152,3784,workingday,musim_gugur,July
203,2011-07-22,1,0,1,17,0,0,0,1,0.18,0.1515,0.37,0.3881,3.0,59.0,62.0,203,3,0,7,0,5,1,1,0.848333,0.840896,0.580417,0.1331,562.0,2825,3387,workingday,musim_gugur,July
204,2011-07-23,1,0,1,18,0,0,0,1,0.16,0.1364,0.4,0.3284,4.0,44.0,48.0,204,3,0,7,0,6,0,1,0.849167,0.804287,0.5,0.131221,987.0,2298,3285,holiday,musim_gugur,July
205,2011-07-24,1,0,1,19,0,0,0,1,0.16,0.1364,0.43,0.3284,1.0,40.0,41.0,205,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050.0,2556,3606,holiday,musim_gugur,July
206,2011-07-25,1,0,1,20,0,0,0,1,0.14,0.1212,0.46,0.2537,0.0,38.0,38.0,206,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568.0,3272,3840,workingday,musim_gugur,July
207,2011-07-26,1,0,1,21,0,0,0,1,0.14,0.1061,0.46,0.4179,1.0,19.0,20.0,207,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750.0,3840,4590,workingday,musim_gugur,July
208,2011-07-27,1,0,1,22,0,0,0,1,0.14,0.1212,0.46,0.2985,5.0,10.0,15.0,208,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755.0,3901,4656,workingday,musim_gugur,July
209,2011-07-28,1,0,1,23,0,0,0,1,0.12,0.1364,0.5,0.194,0.0,6.0,6.0,209,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606.0,3784,4390,workingday,musim_gugur,July
210,2011-07-29,1,0,1,0,0,1,1,1,0.12,0.1212,0.5,0.2836,2.0,3.0,5.0,210,3,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670.0,3176,3846,workingday,musim_gugur,July
211,2011-07-30,1,0,1,1,0,1,1,1,0.12,0.1212,0.5,0.2836,1.0,0.0,1.0,211,3,0,7,0,6,0,1,0.804167,0.728537,0.465833,0.168537,1559.0,2916,4475,holiday,musim_gugur,July
212,2011-07-31,1,0,1,2,0,1,1,1,0.12,0.1212,0.5,0.2239,0.0,3.0,3.0,212,3,0,7,0,0,0,1,0.805833,0.729796,0.480833,0.164813,1524.0,2778,4302,holiday,musim_gugur,July
213,2011-08-01,1,0,1,3,0,1,1,1,0.12,0.1212,0.5,0.2239,0.0,1.0,1.0,213,3,0,8,0,1,1,1,0.771667,0.703292,0.550833,0.156717,729.0,3537,4266,workingday,musim_gugur,August
214,2011-08-02,1,0,1,4,0,1,1,1,0.1,0.1212,0.54,0.1343,1.0,2.0,3.0,214,3,0,8,0,2,1,1,0.783333,0.707071,0.49125,0.20585,801.0,4044,4845,workingday,musim_gugur,August
215,2011-08-03,1,0,1,5,0,1,1,1,0.1,0.1061,0.54,0.2537,0.0,3.0,3.0,215,3,0,8,0,3,1,2,0.731667,0.679937,0.6575,0.135583,467.0,3107,3574,workingday,musim_gugur,August
216,2011-08-04,1,0,1,6,0,1,1,1,0.12,0.1212,0.5,0.2836,0.0,31.0,31.0,216,3,0,8,0,4,1,2,0.71,0.664788,0.7575,0.19715,799.0,3777,4576,workingday,musim_gugur,August
217,2011-08-05,1,0,1,7,0,1,1,1,0.12,0.1212,0.5,0.2239,2.0,75.0,77.0,217,3,0,8,0,5,1,1,0.710833,0.656567,0.630833,0.184696,1023.0,3843,4866,workingday,musim_gugur,August
218,2011-08-06,1,0,1,8,0,1,1,2,0.12,0.1212,0.5,0.2836,4.0,184.0,188.0,218,3,0,8,0,6,0,2,0.716667,0.676154,0.755,0.22825,1521.0,2773,4294,holiday,musim_gugur,August
219,2011-08-07,1,0,1,9,0,1,1,2,0.14,0.1212,0.5,0.2537,2.0,92.0,94.0,219,3,0,8,0,0,0,1,0.7425,0.715292,0.752917,0.201487,1298.0,2487,3785,holiday,musim_gugur,August
220,2011-08-08,1,0,1,10,0,1,1,2,0.14,0.1212,0.5,0.2985,0.0,31.0,31.0,220,3,0,8,0,1,1,1,0.765,0.703283,0.592083,0.192175,846.0,3480,4326,workingday,musim_gugur,August
221,2011-08-09,1,0,1,11,0,1,1,2,0.16,0.1364,0.47,0.2836,2.0,28.0,30.0,221,3,0,8,0,2,1,1,0.775,0.724121,0.570417,0.151121,907.0,3695,4602,workingday,musim_gugur,August
222,2011-08-10,1,0,1,12,0,1,1,2,0.2,0.1818,0.4,0.2836,5.0,47.0,52.0,222,3,0,8,0,3,1,1,0.766667,0.684983,0.424167,0.200258,884.0,3896,4780,workingday,musim_gugur,August
223,2011-08-11,1,0,1,13,0,1,1,2,0.2,0.1818,0.4,0.2836,4.0,50.0,54.0,223,3,0,8,0,4,1,1,0.7175,0.651521,0.42375,0.164796,812.0,3980,4792,workingday,musim_gugur,August
224,2011-08-12,1,0,1,14,0,1,1,2,0.2,0.197,0.4,0.2239,0.0,47.0,47.0,224,3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,1051.0,3854,4905,workingday,musim_gugur,August
225,2011-08-13,1,0,1,15,0,1,1,2,0.2,0.197,0.4,0.2239,2.0,43.0,45.0,225,3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504.0,2646,4150,holiday,musim_gugur,August
226,2011-08-14,1,0,1,16,0,1,1,1,0.2,0.2121,0.4,0.1343,4.0,70.0,74.0,226,3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1338.0,2482,3820,holiday,musim_gugur,August
227,2011-08-15,1,0,1,17,0,1,1,1,0.2,0.2273,0.4,0.1045,4.0,174.0,178.0,227,3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,775.0,3563,4338,workingday,musim_gugur,August
228,2011-08-16,1,0,1,18,0,1,1,1,0.2,0.197,0.4,0.2239,1.0,154.0,155.0,228,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,721.0,4004,4725,workingday,musim_gugur,August
229,2011-08-17,1,0,1,19,0,1,1,1,0.16,0.1667,0.47,0.1642,3.0,92.0,95.0,229,3,0,8,0,3,1,1,0.723333,0.666671,0.575417,0.143667,668.0,4026,4694,workingday,musim_gugur,August
230,2011-08-18,1,0,1,20,0,1,1,1,0.16,0.1667,0.5,0.1642,1.0,73.0,74.0,230,3,0,8,0,4,1,1,0.711667,0.662258,0.654583,0.233208,639.0,3166,3805,workingday,musim_gugur,August
231,2011-08-19,1,0,1,21,0,1,1,1,0.14,0.1364,0.59,0.194,1.0,37.0,38.0,231,3,0,8,0,5,1,2,0.685,0.633221,0.722917,0.139308,797.0,3356,4153,workingday,musim_gugur,August
232,2011-08-20,1,0,1,22,0,1,1,1,0.14,0.1515,0.59,0.1642,2.0,22.0,24.0,232,3,0,8,0,6,0,1,0.6975,0.648996,0.674167,0.104467,1914.0,3277,5191,holiday,musim_gugur,August
233,2011-08-21,1,0,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642,0.0,18.0,18.0,233,3,0,8,0,0,0,1,0.710833,0.675525,0.77,0.248754,1249.0,2624,3873,holiday,musim_gugur,August
234,2011-08-22,1,0,1,0,0,2,1,1,0.14,0.1667,0.59,0.1045,2.0,10.0,12.0,234,3,0,8,0,1,1,1,0.691667,0.638254,0.47,0.27675,833.0,3925,4758,workingday,musim_gugur,August
235,2011-08-23,1,0,1,1,0,2,1,1,0.14,0.1515,0.59,0.1642,0.0,3.0,3.0,235,3,0,8,0,2,1,1,0.640833,0.606067,0.455417,0.146763,1281.0,4614,5895,workingday,musim_gugur,August
236,2011-08-24,1,0,1,2,0,2,1,2,0.16,0.1515,0.55,0.194,0.0,3.0,3.0,236,3,0,8,0,3,1,1,0.673333,0.630692,0.605,0.253108,949.0,4181,5130,workingday,musim_gugur,August
237,2011-08-25,1,0,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343,0.0,6.0,6.0,237,3,0,8,0,4,1,2,0.684167,0.645854,0.771667,0.210833,435.0,3107,3542,workingday,musim_gugur,August
238,2011-08-26,1,0,1,6,0,2,1,2,0.16,0.1818,0.55,0.1343,0.0,27.0,27.0,238,3,0,8,0,5,1,1,0.7,0.659733,0.76125,0.0839625,768.0,3893,4661,workingday,musim_gugur,August
239,2011-08-27,1,0,1,7,0,2,1,2,0.16,0.2273,0.55,0.0,2.0,97.0,99.0,239,3,0,8,0,6,0,2,0.68,0.635556,0.85,0.375617,226.0,889,1115,holiday,musim_gugur,August
240,2011-08-28,1,0,1,8,0,2,1,2,0.18,0.2121,0.51,0.0896,3.0,214.0,217.0,240,3,0,8,0,0,0,1,0.707059,0.647959,0.561765,0.304659,1415.0,2919,4334,holiday,musim_gugur,August
241,2011-08-29,1,0,1,9,0,2,1,2,0.18,0.197,0.51,0.1642,3.0,127.0,130.0,241,3,0,8,0,1,1,1,0.636667,0.607958,0.554583,0.159825,729.0,3905,4634,workingday,musim_gugur,August
